filename	sentiment_scsore	sentiment_label	sentiment_magnitude	category_name	category_confidence	entity_1_name	entity_1_type	entity_1_salience	entity_2_name	entity_2_type	entity_2_salience	entity_3_name	entity_3_type	entity_3_salience	entity_4_name	entity_4_type	entity_4_salience	entity_5_name	entity_5_type	entity_5_salience
review_5.txt	-0.10000000149011612	Neutral	2.5	/Arts & Entertainment/Movies	0.7699999809265137	chef	PERSON	0.14497840404510498	something	OTHER	0.10248284786939621	finger	OTHER	0.10248284786939621	charisma	OTHER	0.10248284786939621	part	OTHER	0.10248284786939621
review_3.txt	-0.20000000298023224	Neutral	9.399999618530273	/Arts & Entertainment/Movies	0.7400000095367432	philip	PERSON	0.20948326587677002	kathleen quinlan	PERSON	0.07515420019626617	airport	LOCATION	0.0410468727350235	robert foxworth	PERSON	0.034706905484199524	opportunity	OTHER	0.028561456128954887
review_0.txt	0.0	Neutral	3.0999999046325684	/Arts & Entertainment/Humor	0.6600000262260437	teachers	PERSON	0.40762409567832947	cartoon comedy	WORK_OF_ART	0.13562406599521637	students	PERSON	0.06235189363360405	programs	OTHER	0.05554739013314247	schools	ORGANIZATION	0.04178965464234352
review_9.txt	-0.30000001192092896	Negative	13.5	/Arts & Entertainment/Movies	0.8700000047683716	woody allen	PERSON	0.1606515645980835	parents	PERSON	0.15966323018074036	one	PERSON	0.08789585530757904	one	OTHER	0.08431456983089447	interiors	OTHER	0.05016664043068886
review_8.txt	0.30000001192092896	Positive	2.700000047683716	/Arts & Entertainment/Movies	0.9599999785423279	slapstick	EVENT	0.20362606644630432	film	WORK_OF_ART	0.15432791411876678	leslie ann warren	PERSON	0.11062687635421753	mel brooks	PERSON	0.08332816511392593	brooks	PERSON	0.07266568392515182
review_2.txt	-0.10000000149011612	Neutral	4.5	/Arts & Entertainment	0.7300000190734863	homelessness	OTHER	0.14404615759849548	street	LOCATION	0.13967427611351013	human	PERSON	0.06974122673273087	man	PERSON	0.03624739870429039	everything	OTHER	0.034520868211984634
review_4.txt	0.20000000298023224	Neutral	6.599999904632568	/Arts & Entertainment	0.7699999809265137	lesley ann warren	PERSON	0.11768154799938202	acting	OTHER	0.11768154799938202	classic	OTHER	0.11127098649740219	turncoat	PERSON	0.08408326655626297	scenes	WORK_OF_ART	0.07483723014593124
review_6.txt	0.10000000149011612	Neutral	4.599999904632568	/Arts & Entertainment/Movies	0.8799999952316284	film inn	LOCATION	0.42287707328796387	cannon	CONSUMER_GOOD	0.1092127338051796	film	WORK_OF_ART	0.10100536793470383	brooks	PERSON	0.07455913722515106	homelessness	OTHER	0.020440800115466118
review_1.txt	-0.10000000149011612	Neutral	4.099999904632568	/Arts & Entertainment/Movies	0.550000011920929	man	PERSON	0.3014955520629883	opening scene	OTHER	0.19284836947917938	feelings	OTHER	0.11172301322221756	pig	OTHER	0.11172301322221756	story	OTHER	0.11172301322221756
review_7.txt	-0.20000000298023224	Neutral	3.0	/Arts & Entertainment/Movies	0.8600000143051147	art film	WORK_OF_ART	0.17154072225093842	people	PERSON	0.14846110343933105	everyone	PERSON	0.12404662370681763	guns	OTHER	0.11551918089389801	screening	EVENT	0.048002105206251144
